Classification,Patents count,Patent numbers
G02C9,2,"US20240069358, US20240077748"
H01B9,2,"US20240071650, US20240221971"
A01P15,2,"US20240074439, US20240164379"
A63J7,2,"US20240075401, US20240165532"
C01G25,2,"US20240075462, US20240141558"
B23B45,2,"US20240075537, US20240123595"
B23Q39,2,"US20240075569, US20240216996"
B61B1,2,"US20240075964, US20240116554"
B65H11,2,"US20240076154, US20240150144"
C03C19,2,"US20240076226, US20240182349"
C07C201,2,"US20240076263, US20240150274"
C08F124,2,"US20240076426, US20240141080"
C09D9,2,"US20240076510, US20240124723"
F16D69,2,"US20240076535, US20240140595"
C21D11,2,"US20240076758, US20240229186"
C21C1,2,"US20240076756, US20240167112"
E04D7,2,"US20240076875, US20240084599"
E05B41,2,"US20240076903, US20240151066"
E05B35,2,"US20240076902, US20240175293"
E05B53,2,"US20240076907, US20240102325"
F01K9,2,"US20240077001, US20240151471"
F02G1,2,"US20240077045, US20240093660"
F04F13,2,"US20240077089, US20240151217"
A21D10,2,"US20240081352, US20240138422"
A44B99,2,"US20240081492, US20240122310"
A43D119,2,"US20240081487, US20240177438"
A47B5,2,"US20240081523, US20240188711"
B01D59,2,"US20240082786, US20240203615"
B05C21,2,"US20240082873, US20240109099"
B65H57,2,"US20240082906, US20240083708"
B23B5,2,"US20240082926, US20240189914"
B24B9,2,"US20240082979, US20240136174"
B27G15,2,"US20240083066, US20240125346"
B21D17,2,"US20240083194, US20240157426"
B65G5,2,"US20240083677, US20240246767"
B66C17,2,"US20240083718, US20240175159"
C09D129,2,"US20240084159, US20240085362"
C09D105,2,"US20240084157, US20240247165"
C22C30,2,"US20240084426, US20240109123"
C22B60,2,"US20240084419, US20240117467"
D06F21,2,"US20240084494, US20240133110"
D06F93,2,"US20240084502, US20240240386"
D21G3,2,"US20240084510, US20240191432"
E04C1,2,"US20240084586, US20240110378"
E21B27,2,"US20240084676, US20240175330"
F02B29,2,"US20240084727, US20240254912"
F23D11,2,"US20240085025, US20240167680"
H01J41,2,"US20240085374, US20240194465"
G01R11,2,"US20240085460, US20240168061"
G04F13,2,"US20240085857, US20240094679"
G04B47,2,"US20240085855, US20240126210"
H01T1,2,"US20240088652, US20240204487"
H10K10,2,"US20240090244, US20240224779"
A01C17,2,"US20240090368, US20240155969"
A45B23,2,"US20240090631, US20240108108"
A47C5,2,"US20240090670, US20240172871"
B82Y5,2,"US20240091371, US20240228552"
A63H19,2,"US20240091660, US20240115966"
B21B39,2,"US20240091836, US20240165684"
B24D13,2,"US20240091909, US20240238940"
B27K5,2,"US20240091981, US20240157595"
B43M3,2,"US20240092118, US20240140132"
G01L17,2,"US20240092127, US20240119767"
B66B25,2,"US20240092613, US20240253951"
B65H43,2,"US20240092607, US20240109745"
C03B7,2,"US20240092675, US20240109801"
C03B9,2,"US20240092674, US20240182350"
C05D1,2,"US20240092704, US20240246875"
C09J123,2,"US20240093069, US20240101871"
C10G67,2,"US20240093103, US20240199963"
C10M135,2,"US20240093116, US20240228904"
C10M171,2,"US20240093120, US20240117235"
C10M161,2,"US20240093119, US20240101924"
C21D7,2,"US20240093324, US20240158011"
D03D27,2,"US20240093412, US20240102210"
C30B33,2,"US20240093407, US20240209546"
D06F25,2,"US20240093418, US20240102230"
E01B19,2,"US20240093435, US20240141595"
F27D99,2,"US20240093942, US20240247873"
C07D309,2,"US20240094519, US20240199566"
G03B3,2,"US20240094598, US20240214683"
B82Y10,2,"US20240096915, US20240244984"
H01P11,2,"US20240097305, US20240213644"
C03C14,2,"US20240098168, US20240124350"
H04S5,2,"US20240098438, US20240196148"
A01B45,2,"US20240099173, US20240215471"
A47B85,2,"US20240099461, US20240138566"
A47J17,2,"US20240099495, US20240197101"
B02C21,2,"US20240100539, US20240238844"
B23D21,2,"US20240100611, US20240159343"
B26D11,2,"US20240100730, US20240149484"
B31D1,2,"US20240100801, US20240217197"
B62M23,2,"US20240101219, US20240199169"
B66F13,2,"US20240101404, US20240174500"
C01G3,2,"US20240101441, US20240116772"
C04B33,2,"US20240101480, US20240150246"
C08L15,2,"US20240101797, US20240141149"
C12P3,2,"US20240102054, US20240132918"
D03D41,2,"US20240102213, US20240102214"
E02B15,2,"US20240102259, US20240175225"
E05B55,2,"US20240102318, US20240175297"
F01K27,2,"US20240102403, US20240200474"
F02M31,2,"US20240102433, US20240247625"
F04B37,2,"US20240102430, US20240254980"
F02D37,2,"US20240102429, US20240240598"
F02P17,2,"US20240102437, US20240191681"
F04C27,2,"US20240102470, US20240141897"
F04D7,2,"US20240102474, US20240159246"
F16K51,2,"US20240102581, US20240151323"
F23C9,2,"US20240102646, US20240191872"
F41G7,2,"US20240102774, US20240200903"
G01J9,2,"US20240102865, US20240192060"
G16B99,2,"US20240102996, US20240150828"
A21C5,2,"US20240108012, US20240172763"
A21C15,2,"US20240108014, US20240208696"
A23C21,2,"US20240108023, US20240138432"
B04B7,2,"US20240109080, US20240189833"
B23B7,2,"US20240109129, US20240139823"
B25B17,2,"US20240109168, US20240157520"
B65G41,2,"US20240109731, US20240199343"
C05C9,2,"US20240109817, US20240150252"
C07F11,2,"US20240109927, US20240166676"
C07G1,2,"US20240109928, US20240166679"
C08F36,2,"US20240109986, US20240124625"
C08F116,2,"US20240109985, US20240117087"
C08F255,2,"US20240109995, US20240228689"
B32B33,2,"US20240110029, US20240246327"
C08L31,2,"US20240110061, US20240182696"
C09J135,2,"US20240110084, US20240218215"
C10G29,2,"US20240110091, US20240150660"
C12Y207,2,"US20240110214, US20240191263"
C22B15,2,"US20240110259, US20240124952"
A01K79,2,"US20240110350, US20240167468"
F16L51,2,"US20240110655, US20240230015"
D06F59,2,"US20240110749, US20240141580"
G11B21,2,"US20240112700, US20240221780"
A01D87,2,"US20240114839, US20240198353"
A43D95,2,"US20240115011, US20240180298"
A47B49,2,"US20240115040, US20240122340"
A61H35,2,"US20240115459, US20240156680"
A63B41,2,"US20240115907, US20240226667"
B23D77,2,"US20240116121, US20240165712"
B29C67,2,"US20240116254, US20240166564"
B60R15,2,"US20240116463, US20240230155"
C07C62,2,"US20240116845, US20240254072"
C08F136,2,"US20240117083, US20240240003"
C09D163,2,"US20240117213, US20240228794"
C09D181,2,"US20240117217, US20240132752"
C10M163,2,"US20240117263, US20240141252"
C22B4,2,"US20240117464, US20240240281"
C30B1,2,"US20240117520, US20240141544"
C25D9,2,"US20240117519, US20240218550"
E01C3,2,"US20240117570, US20240158994"
E02B17,2,"US20240117583, US20240247458"
F16N21,2,"US20240117760, US20240247754"
B63B77,2,"US20240117788, US20240140570"
F24H7,2,"US20240117995, US20240142138"
F24S40,2,"US20240117999, US20240255187"
F25B47,2,"US20240118048, US20240159437"
G04B27,2,"US20240118664, US20240176301"
G04B23,2,"US20240118663, US20240118662"
G01M10,2,"US20240119580, US20240159639"
A63J21,2,"US20240119929, US20240165533"
H03M9,2,"US20240121352, US20240146329"
A24F9,2,"US20240122238, US20240148054"
A45B19,2,"US20240122317, US20240138535"
B28D7,2,"US20240123527, US20240131749"
B23Q9,2,"US20240123559, US20240123558"
B27G19,2,"US20240123650, US20240227230"
B60S13,2,"US20240123950, US20240217490"
B63H16,2,"US20240124113, US20240190548"
B64G7,2,"US20240124167, US20240200014"
B65H67,2,"US20240124227, US20240246789"
C08F16,2,"US20240124620, US20240141081"
C08F279,2,"US20240124638, US20240174853"
C08H8,2,"US20240124657, US20240182649"
C09B11,2,"US20240124714, US20240201196"
C09D161,2,"US20240124738, US20240254360"
C12M31,2,"US20240124824, US20240141277"
C22C14,2,"US20240124956, US20240222653"
C22B23,2,"US20240124953, US20240183004"
D05C9,2,"US20240125027, US20240150948"
D06F57,2,"US20240125038, US20240218585"
E03F3,2,"US20240125106, US20240159036"
B44C5,2,"US20240125128, US20240190166"
E05B29,2,"US20240125143, US20240254806"
E21C27,2,"US20240125232, US20240183272"
F01K11,2,"US20240125252, US20240209755"
F04B27,2,"US20240125311, US20240229781"
F24B15,2,"US20240125479, US20240151398"
F25B7,2,"US20240125519, US20240183360"
A01D11,2,"US20240130273, US20240224845"
B03B1,2,"US20240130288, US20240224868"
A01K25,2,"US20240130331, US20240224941"
C14C11,2,"US20240130372, US20240225006"
A63B25,2,"US20240131398, US20240226663"
A63G33,2,"US20240131441, US20240226761"
A63H30,2,"US20240131444, US20240226764"
B21D3,2,"US20240131568, US20240198404"
B22D2,2,"US20240131577, US20240226995"
B32B21,2,"US20240131824, US20240227367"
B64D10,2,"US20240132215, US20240228041"
B65G63,2,"US20240132286, US20240228167"
C07C213,2,"US20240132440, US20240199530"
C07D291,2,"US20240132459, US20240199563"
C07D451,2,"US20240132497, US20240158389"
C07D501,2,"US20240132518, US20240229098"
C09J197,2,"US20240132764, US20240191113"
C12C3,2,"US20240132815, US20240228919"
F27B14,2,"US20240132997, US20240229193"
C22B9,2,"US20240132995, US20240209473"
D06J1,2,"US20240133094, US20240141581"
E21B1,2,"US20240133247, US20240229571"
F16M1,2,"US20240133509, US20240230018"
F25B11,2,"US20240133593, US20240230169"
G01H13,2,"US20240133737, US20240230401"
G07C15,2,"US20240135767, US20240233486"
G07D1,2,"US20240135781, US20240169783"
G09F5,2,"US20240135839, US20240233582"
G10G7,2,"US20240135904, US20240233690"
H03G7,2,"US20240136993, US20240249738"
H01L51,2,"US20240138178, US20240224780"
A01N45,2,"US20240138413, US20240158434"
C12H3,2,"US20240138443, US20240228920"
C07C403,2,"US20240139648, US20240158344"
C10G25,2,"US20240139680, US20240181423"
B23D57,2,"US20240139840, US20240139839"
B06B3,2,"US20240139858, US20240190085"
B62M7,2,"US20240140558, US20240253734"
B63J2,2,"US20240140582, US20240199452"
B65G11,2,"US20240140716, US20240182246"
B81C99,2,"US20240140786, US20240157607"
C07D303,2,"US20240140924, US20240239949"
C07D285,2,"US20240140921, US20240173304"
C08F292,2,"US20240141085, US20240247092"
C08F257,2,"US20240141150, US20240239936"
C09J167,2,"US20240141217, US20240158678"
D05C17,2,"US20240141563, US20240247420"
F02M47,2,"US20240141856, US20240159208"
F02B39,2,"US20240141952, US20240209772"
B60C29,2,"US20240142013, US20240183457"
F24S50,2,"US20240142139, US20240230164"
F04C23,2,"US20240142151, US20240218876"
G01G7,2,"US20240142295, US20240210232"
H02B7,2,"US20240146040, US20240170930"
H02H11,2,"US20240146051, US20240250539"
H02K17,2,"US20240146163, US20240162794"
H03K4,2,"US20240146317, US20240259003"
E01H15,2,"US20240147881, US20240240420"
A01D44,2,"US20240147902, US20240239537"
A01J27,2,"US20240147953, US20240224927"
A23C1,2,"US20240147992, US20240164396"
A23N4,2,"US20240148041, US20240180225"
A47J29,2,"US20240148179, US20240197117"
F16B41,2,"US20240148510, US20240229856"
B21C47,2,"US20240149320, US20240247349"
B23H5,2,"US20240149361, US20240246161"
B24D7,2,"US20240149385, US20240198489"
B24D18,2,"US20240149400, US20240217066"
B25D9,2,"US20240149418, US20240157533"
B41F17,2,"US20240149600, US20240165944"
B60L9,2,"US20240149699, US20240171108"
B61D27,2,"US20240149925, US20240246397"
F15B20,2,"US20240150161, US20240240656"
A01H17,2,"US20240150253, US20240224909"
C06B33,2,"US20240150256, US20240190789"
C09D201,2,"US20240150613, US20240199507"
C12F3,2,"US20240150689, US20240240118"
C12M3,2,"US20240150693, US20240233859"
A61Q11,2,"US20240150809, US20240180914"
C23G5,2,"US20240150902, US20240209516"
D21H3,2,"US20240150968, US20240218598"
E01B11,2,"US20240150971, US20240246763"
F01D7,2,"US20240151149, US20240183284"
F16D13,2,"US20240151276, US20240183407"
F16L17,2,"US20240151334, US20240167592"
G01F19,2,"US20240151570, US20240247963"
H04M11,2,"US20240153528, US20240153527"
H01F37,2,"US20240153688, US20240258025"
H01H27,2,"US20240153723, US20240186093"
F24S60,2,"US20240154135, US20240200883"
A23L9,2,"US20240156136, US20240188604"
A24F7,2,"US20240156165, US20240245109"
A61P23,2,"US20240156756, US20240165049"
C07C331,2,"US20240156846, US20240199957"
B22C1,2,"US20240157432, US20240253107"
B25J21,2,"US20240157565, US20240198512"
B29C37,2,"US20240157609, US20240217143"
A01D67,2,"US20240158025, US20240188500"
C01G15,2,"US20240158255, US20240158254"
C05C1,2,"US20240158312, US20240217890"
C07C47,2,"US20240158331, US20240199520"
C07C231,2,"US20240158337, US20240199533"
F16C13,2,"US20240158555, US20240182618"
C08L65,2,"US20240158565, US20240247098"
C08L87,2,"US20240158582, US20240182701"
C08K11,2,"US20240158616, US20240228751"
F03B15,2,"US20240159211, US20240254958"
F03B11,2,"US20240159209, US20240240603"
G02F7,2,"US20240160084, US20240241425"
H01R41,2,"US20240164981, US20240195136"
C12Y302,2,"US20240165154, US20240237663"
A61D3,2,"US20240165352, US20240252300"
A63G1,2,"US20240165521, US20240198245"
A63H23,2,"US20240165526, US20240181364"
C22C33,2,"US20240165704, US20240175111"
A61F4,2,"US20240165788, US20240216159"
B26B15,2,"US20240165837, US20240208089"
B28B13,2,"US20240165849, US20240173932"
B62J3,2,"US20240166288, US20240247771"
F23C99,2,"US20240166508, US20240175578"
C03C4,2,"US20240166558, US20240246853"
C08L47,2,"US20240166783, US20240174849"
C09B61,2,"US20240166882, US20240254337"
C10G57,2,"US20240166959, US20240218268"
F21V25,2,"US20240167673, US20240210011"
H05H15,2,"US20240170232, US20240244738"
G03B37,2,"US20240171720, US20240244320"
A61G11,2,"US20240173187, US20240207121"
B26B9,2,"US20240173878, US20240190029"
B27B29,2,"US20240173883, US20240246253"
C07C57,2,"US20240174591, US20240199522"
C08B30,2,"US20240174770, US20240200111"
C08B1,2,"US20240174769, US20240209120"
C10M145,2,"US20240174940, US20240228903"
E05C7,2,"US20240175298, US20240254815"
F01N1,2,"US20240175381, US20240229693"
F02F11,2,"US20240175405, US20240229735"
F02M5,2,"US20240175411, US20240247620"
F24D13,2,"US20240175585, US20240255156"
F24C14,2,"US20240175584, US20240181506"
G04B1,2,"US20240176294, US20240176293"
G10H7,2,"US20240177699, US20240185821"
H10N39,2,"US20240180043, US20240251683"
A01N3,2,"US20240180153, US20240245067"
C13B5,2,"US20240180217, US20240200156"
H05B41,2,"US20240181102, US20240244724"
B60C3,2,"US20240181812, US20240198729"
B62K7,2,"US20240182128, US20240199167"
B62L1,2,"US20240182133, US20240253729"
B63J3,2,"US20240182149, US20240253759"
C10M143,2,"US20240182809, US20240218282"
E04D12,2,"US20240183163, US20240209634"
F16G3,2,"US20240183426, US20240240693"
B21C37,2,"US20240183466, US20240189882"
C30B35,2,"US20240183617, US20240254657"
G01F11,2,"US20240183700, US20240190619"
C07C381,2,"US20240184199, US20240208900"
H01F13,2,"US20240186048, US20240221987"
H02K19,2,"US20240186872, US20240195239"
B28B5,2,"US20240190042, US20240227236"
C07K9,2,"US20240190921, US20240218023"
C12Y101,2,"US20240191262, US20240229037"
F25B15,2,"US20240191915, US20240210073"
G07B5,2,"US20240193997, US20240232045"
H01H25,2,"US20240194425, US20240212952"
H10B69,2,"US20240194529, US20240244837"
A41B15,2,"US20240196997, US20240206566"
H05H13,2,"US20240198138, US20240244737"
B29D7,2,"US20240198612, US20240247116"
B44F9,2,"US20240198721, US20240246356"
D01D7,2,"US20240200234, US20240229302"
F04B41,2,"US20240200546, US20240227563"
F16B9,2,"US20240200590, US20240215739"
F27D17,2,"US20240200776, US20240210115"
G01H17,2,"US20240201009, US20240219267"
G01L13,2,"US20240201038, US20240219252"
G07G3,2,"US20240203217, US20240221474"
G16B10,2,"US20240203593, US20240212788"
H02N15,2,"US20240204697, US20240204696"
H01G7,2,"US20240204694, US20240258039"
H04Q3,2,"US20240205571, US20240223703"
A22C9,2,"US20240206482, US20240215592"
D21C5,2,"US20240206499, US20240209570"
A23L23,2,"US20240206505, US20240245083"
B68C3,2,"US20240208797, US20240253973"
C08L17,2,"US20240209191, US20240240004"
C25C1,2,"US20240209536, US20240240343"
E21C41,2,"US20240209734, US20240240548"
F01C19,2,"US20240209855, US20240229794"
H10N52,2,"US20240210497, US20240222475"
A47B51,2,"US20240215715, US20240215721"
G11B15,2,"US20240217743, US20240249747"
C03C13,2,"US20240217867, US20240254034"
C22C23,2,"US20240218522, US20240218521"
D21F13,2,"US20240218597, US20240218606"
A21C11,2,"US20240225015, US20240225014"
A47F11,2,"US20240225309, US20240245236"
C07D457,2,"US20240228479, US20240239789"
E04D15,2,"US20240229470, US20240247491"
F16K43,2,"US20240229971, US20240229970"
G03B19,2,"US20240233340, US20240251144"
A45D42,2,"US20240245199, US20240245198"
B04C9,2,"US20240246095, US20240253066"
B64C15,2,"US20240246661, US20240246689"
C05B17,2,"US20240246873, US20240254061"
D21C7,2,"US20240247440, US20240254691"
F02B43,3,"US20230392541, US20240077016, US20240077104"
F26B13,3,"US20230392864, US20240125552, US20240247870"
H02G13,3,"US20230402829, US20240146047, US20240213753"
G05B11,3,"US20230403979, US20240036531, US20240103495"
A41C1,3,"US20230404175, US20240108085, US20240188650"
A47J39,3,"US20230404326, US20240225358, US20240245262"
B64C35,3,"US20230406495, US20240132213, US20240228038"
B64C31,3,"US20230406494, US20240166346, US20240199206"
E03B11,3,"US20230407618, US20230407617, US20240084934"
F01N9,3,"US20230407776, US20240159179, US20240209767"
F25B40,3,"US20230408157, US20240118006, US20240125524"
G01B17,3,"US20230408257, US20240084948, US20240255282"
A63C11,3,"US20230415023, US20240115017, US20240115925"
B41J33,3,"US20230415493, US20240066904, US20240239124"
B65B17,3,"US20230415940, US20240002087, US20240199259"
C01G19,3,"US20230416106, US20230416105, US20240174573"
C03C11,3,"US20230416143, US20240174555, US20240217866"
C07D475,3,"US20230416253, US20240043426, US20240199624"
F04C15,3,"US20230417242, US20240084799, US20240240636"
H02K13,3,"US20230421029, US20240072598, US20240120814"
A41H43,3,"US20240000176, US20240138505, US20240225157"
A62B15,3,"US20240001170, US20240001169, US20240001168"
B64C33,3,"US20240002051, US20240158077, US20240166347"
G09B25,3,"US20240005819, US20240105083, US20240203292"
H01H15,3,"US20240006135, US20240170238, US20240205586"
A62C13,3,"US20240009493, US20240173584, US20240189638"
G09F23,3,"US20240009531, US20240185748, US20240203303"
B07B4,3,"US20240009707, US20240009706, US20240091813"
B64C23,3,"US20240010328, US20240158071, US20240158070"
C01G31,3,"US20240010515, US20240116773, US20240174530"
C07D279,3,"US20240010624, US20240018112, US20240254096"
C10G5,3,"US20240010925, US20240010924, US20240010923"
A21C3,3,"US20240016163, US20240180170, US20240237657"
A61G9,3,"US20240016684, US20240173185, US20240215774"
B21D7,3,"US20240017315, US20240139792, US20240165686"
C07C271,3,"US20240018110, US20240076265, US20240239740"
C07D221,3,"US20240018107, US20240182425, US20240246916"
D03D11,3,"US20240018700, US20240042731, US20240158960"
H02J4,3,"US20240022108, US20240039296, US20240222981"
H03H1,3,"US20240022225, US20240048113, US20240250654"
A01D61,3,"US20240023485, US20240107948, US20240245007"
A01G29,3,"US20240023477, US20240164264, US20240224904"
A47G11,3,"US20240023735, US20240099489, US20240164556"
A47D7,3,"US20240023726, US20240074597, US20240188728"
C03B35,3,"US20240025791, US20240166550, US20240208852"
C07H17,3,"US20240025937, US20240190909, US20240209014"
F16J13,3,"US20240026973, US20240190196, US20240200654"
F25B29,3,"US20240027077, US20240110732, US20240115061"
F41A31,3,"US20240027156, US20240027155, US20240068761"
H02P7,3,"US20240030845, US20240113641, US20240171094"
D07B1,3,"US20240032520, US20240141586, US20240183105"
A45C9,3,"US20240032697, US20240090634, US20240188697"
A61M19,3,"US20240033463, US20240050687, US20240091504"
A63B65,3,"US20240033596, US20240091612, US20240133663"
B01F21,3,"US20240033693, US20240181411, US20240226821"
B60Q7,3,"US20240034234, US20240034233, US20240034232"
C03C15,3,"US20240034668, US20240140857, US20240174556"
C03C1,3,"US20240034666, US20240092671, US20240166547"
